الأسم,الموديل,السعر,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات,طرف ثالث,التكميلي (جسم المركبة),المجموع,الدفع
هونداي اكسنت,2016,70000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,45000,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1226,2565,
كيا مورننغ,2015,47000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,52000,,نقدا فقط,للبيع فقط,,,935,1000,1935,
فولكسفاجن بولو,2014,55000.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,105,4+1,نقدا فقط,للبيع فقط,1,,1035,1000,2035,
هونداي افانتي,2005,38000.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1000,2340,
بيجو 206,2007,37000.0,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,80,3+1,إمكانية التقسيط,للبيع أو التبديل,يد رابعه,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد",1340,1000,2340,
ميتسوبيشي جالانت,1996,20000.0,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,9999999,4+1,إمكانية التقسيط,للبيع فقط,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية",670,500,1170,
فولكسفاجن جولف,2010,66000.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,14000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1155,2495,
اوبل كورسا,2008,38000.0,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1000,2035,
هونداي كليك,2006,37000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,160,,نقدا فقط,للبيع أو التبديل,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1000,2340,
سكودا فابيا,2009,40000.0,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1400,75000,4+1,إمكانية التقسيط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1035,1000,2035,
اوبل استرا,2005,33000.0,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,"إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1000,2340,
فولكسفاجن بولو,2015,57000.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,58000,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1000,2035,
فولكسفاجن جولف,2017,95000.0,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,49000كيلو متر,4+1,نقدا فقط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,1663,2698,
نيسان كشكاي,2013,75000.0,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000,4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1340,1313,2653,
هوندا سيفيك,2009,45000.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1000,2340,
دايو نوبيرا,2001,24000.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",670,500,1170,
اوبل استرا,2012,60000.0,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,١٠٥٠٠٠,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1050,2085,
بيجو 406,1998,15000.0,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,,4+1,إمكانية التقسيط,للبيع أو التبديل,5,"إغلاق مركزي
مسجل CD
جنطات مغنيسيوم",670,500,1170,
كيا برايد,2008,42000.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,١٧٠ الف,4+1,إمكانية التقسيط,للبيع فقط,٣,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,1000,2035,
هونداي توسان,2008,48000.0,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,____,4+1,نقدا فقط,للبيع أو التبديل,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1000,2340,
هونداي i30,2013,68000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,٨٠,4+1,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1190,2530,
شفروليه اوبترا,2007,30000.0,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,98000,4+1,نقدا فقط,للبيع أو التبديل,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1000,2340,
اوبل كورسا,2016,64000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,35 الف كيلو,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,1120,2155,
,,,,,,,,,,,,,,,,,,,
مرسيدس 412,1999,50000.0,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,400000,2+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",845,500,1345,
هوندا سيفيك,2007,42000.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,0000,,نقدا فقط,للبيع أو التبديل,2,"إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1000,2340,
هونداي ٢٠١٥,2015,60000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,450000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية",1035,1050,2085,
مرسيدس فيانو,2011,135000.0,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2200,26134,6+1,نقدا فقط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1690,2363,4053,
فولكسفاجن كادي,2016,100000.0,أحمر,ديزل,خصوصي,فلسطينية,عادي,يدوي,2000,100000,6+1,إمكانية التقسيط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1751,3090,
هونداي اكسنت,2013,55000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,59000 كيلو,4+1,إمكانية التقسيط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,1000,2035,
,,,,,,,,,,,,,,,,,,,
هونداي جيتس,2008,33000.0,أخضر,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد",1035,1000,2035,
,,,,,,,,,,,,,,,,,,,
كيا مورننغ,2015,42000.0,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,55000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية",935,1000,1935,
,,,,,,,,,,,,,,,,,,,
كيا سورينتو,2012,115000.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,٦٩,6+1,إمكانية التقسيط,للبيع فقط,٣,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1690,2013,3703,
هونداي اكسنت,2008,42000.0,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1035,1000,2035,
مرسيدس 200,1985,12000.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2300,,4+1,نقدا فقط,للبيع فقط,يد اولى,"مسجل CD
فرش جلد",845,500,1345,
اوبل استرا,2006,38000.0,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,١٨٠٠٠٠٠,4+1,نقدا فقط,للبيع فقط,٣,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
وسادة حماية هوائية",1340,1000,2340,
سكودا فابيا,2012,44000.0,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,0000,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1000,2035,
مرسيدس 914,1995,27000.0,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,يدوي,5555,٦٨٤١٨٦,2+1,إمكانية التقسيط,للبيع أو التبديل,٥,مسجل CD,845,500,1345,
سيت ليون,2014,65000.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1138,2173,
فولكسفاجن جولف,2003,45000.0,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,210000,4+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1000,2340,
كيا سبورتاج,2015,120000.0,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,2100,3440,
فيات 2004,2004,30000.0,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,7+1,إمكانية التقسيط,للبيع فقط,5,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1000,2340,
هونداي افانتي,2006,34000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,170000,4+1,نقدا فقط,للبيع فقط,يد خامسه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1000,2340,
هونداي توسان,2016,98999.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,99999,4+1,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1733,3073,
,,,,,,,,,,,,,,,,,,,
هونداي افانتي,2005,37000.0,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1000,2340,
هونداي اكسنت,2017,67000.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,40,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,1173,2208,
دايو لانوس,2002,21000.0,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,,4+1,نقدا فقط,للبيع فقط,,جنطات مغنيسيوم,517,500,1017,
كيا سبورتاج,2018,125000.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,4+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,2188,3528,
بي ام دبليو 525,2008,123500.0,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,192000,4+1,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1690,2162,3852,
فورد ترانزيت,1998,30000.0,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,000000,7+1,نقدا فقط,للبيع فقط,3,مسجل CD,845,500,1345,
فورد كونيكت,2012,68000.0,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1800,190000,4+1,إمكانية التقسيط,للبيع فقط,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1190,2530,
هونداي فيرنا,2008,40000.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,230,4+1,نقدا فقط,للبيع فقط,يد ثالثه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1000,2035,
سكودا سوبيرب,2010,90000.0,أبيض,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1800,290000,4+1,إمكانية التقسيط,للبيع أو التبديل,ثالثة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1576,2915,
